#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
44.0865472;-2.9252311;8.8927118;1.5699946;-0.0000414;4.0000000;0.0000000
44.2860338;-3.1247177;8.8928724;1.5699879;-0.0000260;4.0000000;0.0000000
44.4855204;-3.3242043;8.8930342;1.5699838;-0.0000151;4.0000000;0.0000000
44.6850071;-3.5236908;8.8931965;1.5699814;-0.0000091;4.0000000;0.0000000
44.8844937;-3.7231774;8.8933592;1.5699797;-0.0000084;4.0000000;0.0000000
45.0839804;-3.9226640;8.8935223;1.5699776;-0.0000135;4.0000000;0.0000000
45.2834670;-4.1221506;8.8936860;1.5699738;-0.0000245;4.0000000;0.0000000
45.4829536;-4.3216371;8.8938507;1.5699672;-0.0000418;4.0000000;0.0000000
45.6824403;-4.5211237;8.8940170;1.5699566;-0.0000656;4.0000000;0.0000000
45.8819269;-4.7206103;8.8941861;1.5699405;-0.0000960;4.0000000;0.0000000
46.0814135;-4.9200968;8.8943590;1.5699177;-0.0001332;4.0000000;0.0000000
46.2809002;-5.1195834;8.8945372;1.5698867;-0.0001777;4.0000000;0.0000000
46.4803868;-5.3190699;8.8947225;1.5698463;-0.0002280;4.0000000;0.0000000
46.6798735;-5.5185565;8.8949169;1.5697948;-0.0002890;4.0000000;0.0000000
46.8793601;-5.7180430;8.8951229;1.5697313;-0.0003478;4.0000000;0.0000000
47.0788467;-5.9175295;8.8953428;1.5696531;-0.0004380;4.0000000;0.0000000
47.2783334;-6.1170161;8.8955799;1.5695612;-0.0004792;4.0000000;0.0000000
47.4778200;-6.3165025;8.8958370;1.5694469;-0.0006804;4.0000000;0.0000000
47.6773067;-6.5159890;8.8961202;1.5693048;-0.0007312;4.0000000;0.0000000
47.8767933;-6.7154752;8.8964309;1.5691824;-0.0004703;4.0000000;0.0000000
48.0762799;-6.9149617;8.8967600;1.5691228;-0.0001225;4.0000000;0.0000000
48.2757666;-7.1144482;8.8970956;1.5691058;-0.0000743;4.0000000;0.0000000
48.4752532;-7.3139343;8.8974338;1.5690997;0.0000192;4.0000000;0.0000000
48.6747398;-7.5134208;8.8977707;1.5691217;0.0002101;4.0000000;0.0000000
48.8742265;-7.7129072;8.8980994;1.5691814;0.0003864;4.0000000;0.0000000
49.0737131;-7.9123935;8.8984126;1.5692768;0.0005708;4.0000000;0.0000000
49.2731998;-8.1118800;8.8987033;1.5694070;0.0007326;4.0000000;0.0000000
49.4726864;-8.3113664;8.8989649;1.5695677;0.0008772;4.0000000;0.0000000
49.6721730;-8.5108530;8.8991919;1.5697512;0.0009554;4.0000000;0.0000000
49.8716597;-8.7103395;8.8993813;1.5699436;0.0009675;4.0000000;0.0000000
50.0711463;-8.9098260;8.8995320;1.5701384;0.0009873;4.0000000;0.0000000
50.2706330;-9.1093127;8.8996446;1.5703182;0.0007933;4.0000000;0.0000000
50.4701196;-9.3087993;8.8997326;1.5703385;-0.0007282;4.0000000;0.0000000
50.6696062;-9.5082859;8.8998426;1.5701424;-0.0010967;4.0000000;0.0000000
50.8690929;-9.7077725;8.8999892;1.5700223;0.0000409;4.0000000;0.0000000
51.0685795;-9.9072591;8.9001375;1.5701030;0.0006958;4.0000000;0.0000000
51.2680662;-10.1067457;8.9002601;1.5702665;0.0009018;4.0000000;0.0000000
51.4675528;-10.3062323;8.9003468;1.5704617;0.0010536;4.0000000;0.0000000
51.6670394;-10.5057189;8.9003832;1.5708301;0.0028305;4.0000000;0.0000000
51.8665261;-10.7052055;8.9002706;1.5722127;0.0118645;4.0000000;0.0000000
52.0660127;-10.9046909;8.8996360;1.5764265;0.0315469;4.0000000;0.0000000
52.2654993;-11.1041680;8.8977378;1.5849534;0.0541349;4.0000000;0.0000000
52.4649860;-11.3036120;8.8936856;1.5980251;0.0769160;4.0000000;0.0000000
52.6644726;-11.5029695;8.8865741;1.6156387;0.0996768;4.0000000;0.0000000
52.8639593;-11.7021438;8.8755011;1.6377790;0.1222742;4.0000000;0.0000000
53.0634459;-11.9009877;8.8595717;1.6644587;0.1452839;4.0000000;0.0000000
53.2629325;-12.0992862;8.8378819;1.6958330;0.1694377;4.0000000;0.0000000
53.4624192;-12.2966862;8.8092118;1.7371915;0.2530441;4.0000000;0.0000000
53.6619058;-12.4923828;8.7706532;1.7963226;0.3391581;4.0000000;-0.1303049
53.8613925;-12.6850811;8.7191056;1.8697196;0.3932607;3.9934962;-3.0422018
54.0608791;-12.8731605;8.6526313;1.9528892;0.4409687;3.8385225;-2.7711230
54.2603657;-13.0546333;8.5698777;2.0462187;0.4964693;3.6917002;-2.5202586
54.4598524;-13.2269776;8.4696185;2.1510861;0.5557300;3.5529051;-1.9979218
54.6593390;-13.3870279;8.3508607;2.2700065;0.6372216;3.4388977;-0.0236963
54.8588256;-13.5303358;8.2124021;2.4137395;0.8048025;3.4375228;-0.0236963
55.0583123;-13.6508221;8.0536706;2.5690462;0.7513325;3.4361474;0.6152583
55.2577989;-13.7467079;7.8789313;2.7063549;0.6299644;3.4716827;1.8931342
55.4572856;-13.8199090;7.6934808;2.8215123;0.5271911;3.5788113;2.7321097
55.6567722;-13.8731989;7.5013158;2.9177104;0.4388234;3.7279927;3.3833930
55.8562588;-13.9094906;7.3052009;2.9966946;0.3539271;3.9048448;1.8853074
56.0557455;-13.9318727;7.1069988;3.0587691;0.2688445;4.0000000;0.0000000
56.2552321;-13.9436119;6.9078712;3.1037830;0.1828939;4.0000000;0.0000000
56.4547188;-13.9480596;6.7084394;3.1320762;0.1006223;4.0000000;0.0000000
56.6542054;-13.9485234;6.5089539;-3.1395470;0.0190590;4.0000000;0.0000000
56.8536920;-13.9478661;6.3094679;-3.1376935;0.0006029;4.0000000;0.0000000
57.0531787;-13.9470771;6.1099829;-3.1375862;0.0004871;4.0000000;0.0000000
57.2526653;-13.9462673;5.9104980;-3.1374764;0.0005913;4.0000000;0.0000000
57.4521520;-13.9454364;5.7110130;-3.1373884;0.0002713;4.0000000;0.0000000
57.6516386;-13.9445970;5.5115281;-3.1374039;-0.0004631;4.0000000;0.0000000
57.8511252;-13.9437801;5.3120432;-3.1376392;-0.0019081;4.0000000;0.0000000
58.0506119;-13.9430405;5.1125577;-3.1381876;-0.0035531;4.0000000;0.0000000
58.2500985;-13.9424378;4.9130721;-3.1389836;-0.0043896;4.0000000;0.0000000
58.4495851;-13.9420048;4.7135861;-3.1398617;-0.0044033;4.0000000;0.0000000
58.6490718;-13.9417457;4.5140995;-3.1407189;-0.0041979;4.0000000;0.0000000
58.8485584;-13.9416547;4.3146129;-3.1415525;-0.0041442;4.0000000;0.0000000
59.0480451;-13.9417262;4.1151264;3.1408497;-0.0036845;4.0000000;0.0000000
