#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
61.7182073;-2.3522077;10.0727024;1.7735997;0.1566196;4.0000000;0.0000000
61.9179426;-2.5471764;10.0293706;1.8056370;0.1643143;4.0000000;0.0000000
62.1176779;-2.7406140;9.9796510;1.8394636;0.1745125;4.0000000;0.0000000
62.3174132;-2.9321973;9.9232096;1.8755343;0.1867392;4.0000000;0.0000000
62.5171485;-3.1215398;9.8596584;1.9141525;0.1999663;4.0000000;0.0000000
62.7168838;-3.3081931;9.7885999;1.9553863;0.2129068;4.0000000;0.0000000
62.9166191;-3.4916579;9.7096774;1.9991024;0.2248200;4.0000000;0.0000000
63.1163544;-3.6713976;9.6226079;2.0450545;0.2353235;4.0000000;0.0000000
63.3160897;-3.8468506;9.5271978;2.0929800;0.2446092;4.0000000;0.0000000
63.5158250;-4.0174372;9.4233399;2.1426615;0.2529222;4.0000000;0.0000000
63.7155603;-4.1825653;9.3110082;2.1938979;0.2602195;4.0000000;0.0000000
